rfi_number,project,trade,co_amount,current_score,applicability,actionability,root_cause_clarity,specific_action,summary,flag,question_text
RFI-168,CoreSite Data Center,,3290.0,N/A,,,,,,,1/AB1 from the XFMR platform steel shop drawings provides a detail for the MCP steel column anchorage. This won't work with current site conditions as the mat slab at the MCP yard is existing without anchor rods in place. We suggest using an epoxy anchor. Please advise and provide connection detail.
RFI-88,Intuitive Surgical MOB,architectural,3232.0,N/A,,,,,,,"Reference: Floor 1 Floor Plan/A2.11 Question: Drawings show an existing 2-hour rated partition between Trash 1033 and Exit Passageway 1032. In the field, existing wall is not full height. Please confirm existing wall separating Trash 1033 from Exit Passageway 1032 is to be a full height - 2 hour rat"
RFI-1329,Southline Office,,3117.0,N/A,,,,,,,"PSD - Tier 6 Exit Signs, Camera, and Call Box Coordination"
RFI-1735,Southline Office,architectural,3076.0,N/A,,,,,,,"Referenced Documents: 08/A8.10, 2&3/A8.02, 19/A8.01, 18/A8.01, 6/A5.31, 8/A8.10, RFI 1585 B2 Glulam Exterior Column Attachment Detail, Submittal 4142 Question: Per details on sheets A8.10 and A8.01 and RFI 1585 addressing the (4) Exterior Glu-Lam columns, we currently have no waterproofing details a"
RFI-154,Silicon Valley Office,,3070.0,N/A,,,,,,,"Crestmark: Countertop ( Cafe 105, Mothers Room 117, and Coffee bar 139/244"
RFI-2130,Southline Office,,2962.0,4.5,category_specific,high,clear,Ensure waterproofing measures are verified and documented for all CMU walls exposed to weather.,The RFI highlights the need for proper waterproofing on exposed CMU walls to prevent moisture intrus,,"South CMU Wall of Electrical Room 503 is exposed on back side to Ramp from Tier 5 to Tier 6. Wind driven rain hits the wall, and is able to saturate through CMU blocks, seeping into inside of electrical room. Per drawings, no sealer is currently installed at CMU. Per input from Sherwin Williams Repr"
RFI-103,Intuitive Surgical MOB,architectural,2870.0,N/A,,,,,,,"Reference: RCPs: A2.32 & A2.33, Electrical Drawings: E2.3.1, E3.2, E3.3., and Enlarged Plans: A5.14 Question 1: The drawings do not provide a callout for the ceiling height in the new men's urinal restrooms in level 2 (2006) and level 3 (3006). Please confirm if the ceiling height will match with th"
RFI-2029,Southline Office,,2825.0,4,category_specific,medium,partial,Ensure thorough site analysis and coordination of existing structures with new designs to avoid conf,This RFI highlights the importance of coordinating new construction with existing site elements to p,,"Reference Drawing: C6.6 Currently there is an existing SDMH-12 that is to remain in place and adjusted to grade. However, the footing of the BART bioretention retaining wall overlaps with SDMH-12, spanning 4'-6"". This creates a conflict between the wall footing and the existing structure. Please adv"
RFI-1865,Southline Office,architectural,2744.0,4,category_specific,medium,partial,Ensure cleanable surface finishes are specified for all structural elements in future designs.,Clarification on surface finishes for Glu-Lam columns highlights the need for detailed specification,,"Referenced Documents: A4.03 Question: The (2) Glu-Lam Columns in the Modular Bar Area on Gridlines 4-B and 5-B currently do not have a cleanable surface or finish specified. The stainless steel is to run from top of modular bar to the column base plate and should have a return of 2"" on the sides of "
RFI-106.1,Silicon Valley Office,,2730.0,N/A,,,,,,,"C) Where does FFSAM terminate? Does FFSAM run under the door and ontop of concrete (as drawn in purple)?
flashing required under the door?
(is it same width of door frame?"
RFI-104,Intuitive Surgical MOB,architectural,2635.0,N/A,,,,,,,"Reference: RCPs Level 2 & 3/A2.32-A2.33 Question: The RCPs call for a hard lid ceiling in wellness rooms 2034 & 3054. Above this hard lid ceiling, we have an FCU. DPR is suggesting the installing of an ACT ceiling in these rooms instead. This would provide easier access to above-ceiling utilities. I"
RFI-1693,Southline Office,,2453.0,4,category_specific,medium,partial,Ensure waterproofing details are reviewed and clarified during the design phase for similar attachme,Clarification of waterproofing details at canopy attachment is crucial for preventing potential wate,,"Referenced Details: A4.20, Submittal 4389 BTM Metal Panel Shop Drawings 6/4.70 Question: Per coordination held with MCA/Alliance/DES on 05/22/24, additional clarification is needed at the main entry canopy coping attachment condition due to potential waterproofing concerns. Please advise on the acce"
RFI-335,Silicon Valley Office,metal_fabrication,2354.0,N/A,,,,,,,"Ref: Attached Lee's Imperial Welding RFI-018; Questions: Due to designed span of ladder, ladder manufacturer requires adding mid-span support to the ladder. 1) Please confirm acceptable to have mid-span support from ships ladder to roof. 2) Please confirm ships ladder is to be aluminum per project s"
RFI-1551,Southline Office,architectural,2162.0,4,category_specific,medium,partial,Establish a checklist item for color and finish specifications in future submittals.,This RFI highlights the need for clear specifications on color matching to avoid aesthetic inconsist,,"Referenced Documents: A9.51, Submittal 4570-05-7000-1 B2 GS Wire Mesh Sample Question: Per Bar Drum Mockup review between DES/DPR, please provide paint color/control sample and spec to match the Bar Drum steel to the Mesh powder coat finish and color."
RFI-1551.1,Southline Office,architectural,2162.0,N/A,,,,,,,"Referenced Documents: 4464 PT-1 Submittal, 4467 Black Powder Coat Samples, 4570 Bar Drum Mesh Sample, RFI 1551, A9.51 Question: Please confirm it is acceptable to paint the bar drum steel and the 18 ga cylinder black with approved PT-1 color. See shade match comparison to bar drum mesh and black pow"
RFI-0509,Southline Office,"architectural, fire_protection, other, masonry",2030.0,N/A,,,,,,,"Ref: FP0.04, FP1.01 (B1 FP Drawing dated 04.07.23); Email Correspondence with Jonathan Chen/DES dated 05.03.23, A1.03 (B1 PCR #2 dated 01.10.23); Sketch 1 Per email correspondence, it is acceptable to have (3) 8"" penetrations on the north wall of the generator yard for fire water line and slab in th"
RFI-66,Abbott Alameda Office TI,,1941.0,4,narrow,medium,partial,Ensure all design changes that affect fire safety systems are reviewed for compliance.,The RFI highlights the need for careful review of design changes affecting fire safety systems.,,"Reference: RFI 66 - Abbott Alameda 1420 HBP - FEC Relocation and Access Panel Confirmation A2.1.1 Attached Pictures Due to the stair redesign, the existing FEC will need to be relocated. Additionally, since fire sprinklers are being added under the stairs, a new access panel and service light will n"
RFI-2032,Southline Office,plumbing,1907.0,N/A,,,,,,,"During punch walk, it was observed that condensate piping to floor drain located at the West side of the room was a potential hazard. It interrupted walking / cart paths, exposing users and piping to potential damage. Based on input from plumbing team, this floor sink is not needed in plumbing desig"
RFI-1364,Southline Office,"architectural, structural",1648.0,4.5,category_specific,medium,partial,Ensure that all threshold details are reviewed and confirmed during design to prevent similar issues,Clarification on threshold curb details is essential to avoid construction delays and ensure complia,,"Referenced Documents: A2.01, A2.01S, A9.22 Question: Per A2.01S, interior walk off mats were shown to be depressed 2"" from back of walk off mat to face of slab for all locations. This did not take into account the curbs required for the storefront thresholds at the perimeter of the building. Please "
RFI-1505,Southline Office,architectural,1435.0,4,narrow,medium,partial,Ensure AED placement is verified against local codes and standards during design phase.,This RFI highlights the importance of confirming AED specifications and locations to ensure complian,,"Ref A2.01 & 3/12/24 DNK/DES email/markup: 1. Please confirm AED is OFOI. 2. Please confirm desired location of the AED is 5'-0"" from finish of Service Corridor 118 north finish to centerline of AED. 3. Please provide height to centerline of AED."
RFI-1723,Southline Office,flooring,1311.0,N/A,,,,,,,B1 - Lobby Stone Extents at Southeast Corner
RFI-1130,Southline Office,architectural,975.0,4.5,category_specific,medium,clear,Ensure non-metallic paint specifications are included in project guidelines for antennas.,Clarification on paint specifications for antennas is crucial for compliance and future project guid,,"Reference: SLP1 - RFI1130 - B1 ERCCS Antenna Paint Confirmation Email Correspondence between DPR/HETNET/DES Background: Per multiple conversations and discussions, it was confirmed that the B1 ERCCS antenna would get field painted. Per Sprig's subcontractor, HETNET, the ERCCS antenna can be painted "
RFI-1040,Southline Office,other,840.0,N/A,,,,,,,"Ref: 3/TC4.00 (B1 SI-06 dated 10.12.23) In B1 MPOE Room, the underground conduits are installed on the east wall instead of west wall, see mark up on 3/TC4.00. In order to accommodate all cables coming from one path, we will upsize the overhead ladder rack from 12"" to 18"". Please confirm that this i"
RFI-1697,Southline Office,architectural,803.0,N/A,,,,,,,Referenced Documents: Sheet Note 5 on A10.01 Question: Sheet Note 5 on A10.01 calls to install frosted glass film on interior of all glass sidelites. Please provide specifications for the window film and markup extents on the attached elevations.
RFI-1648,Southline Office,architectural,661.0,N/A,,,,,,,"Referenced Documents: MAWD Finish Schedule, A10.00, A10.01, A9.71, A9.76, A9.78, A9.81 Question: SI-06 does not currently capture all of the paint submittals requested and approved per the interior redesign/ MAWD finish schedule. SI-06 currently only captures P-1, P-2, P-5, P-7, WB-1, PT-1 on the fi"
RFI-2022,Southline Office,architectural,627.0,N/A,,,,,,,"Ref: A10.01, Submittal #4871 This a confirming RFI to extend tile flooring at door openings for the Janitors Rm 112 and adjacent Electrical Closet to allow for door hardware to function properly. Schluter Reno will be provided at Janitors Rm and Schluter Scheine will be provided at Electrical closet"
RFI-115,Intuitive Surgical MOB,interior_finishes,580.0,N/A,,,,,,,"Reference: RCP Level 2/Attach Photo Question: Per discussion during our site walk on 9/25, please confirm approval to drop ceiling height 6 inches to provide enough room clearance for overhead utilities."
RFI-97,Abbott Alameda Office TI,mechanical,431.0,4,category_specific,medium,partial,Ensure thorough verification of existing mechanical systems and their configurations during preconst,The RFI highlights the need for careful verification of existing mechanical systems to avoid coordin,,Reference: RFI 97 - Abbott Alameda 1420 HBP - Phase 1B Mechanical Existing Conditions Confirmations ACCO RFI 010 M1.2 and M1.3 Markups A site survey was conducted on (9/22) to verify existing conditions and below were the findings/assumptions (see attached markup). 1. ACCO has provided suggestions o
RFI-1652,Southline Office,architectural,265.0,4.5,category_specific,medium,clear,Ensure all kitchen areas have non-absorbent surfaces to meet health department standards.,"The RFI confirms the need for non-absorbent surfaces in kitchen areas, which is a significant design",,"Referenced Documents: A2.01, A10.01 Question: Per meeting between DPR/health department on 05/07/24, the Glu-lam columns in the kitchen need to have a cleanable non-absorbative surface. Please confirm it is acceptable to clad these columns with FRP in the kitchen locations only."
